price,lotSize,livingArea,hasGarage,hasAttachedProperty,hasView,hasHOA,AnnualHOAFee,fullBathrooms,halfBathrooms,bedrooms,city,homeType,propertyTaxRate,yearBuilt,hasHomeWarranty,latitude,longitude,elevation,mean_daily_high_temperature,mean_daily_low_temperature,rainfall,population_density,park,motorway,supermarket,Costco
2125000,5320.0,1340.0,True,False,True,False,0.0,2,0,3,foster city,SINGLE_FAMILY,1.11,1965,False,37.567238,-122.260414,7.0,68.7,48.5,19.1,8947.22,80.6177349839958,599.0825072380351,1091.3305544185946,1368.8617196781572
1348000,5201.0,1150.0,True,False,False,False,0.0,2,0,3,south san francisco,SINGLE_FAMILY,1.11,1955,False,37.66016,-122.41343,16.0,66.9,50.6,19.64,7185.33,385.6487468612596,736.305498653513,532.359794032975,2265.974431555263
1450000,8000.0,2700.0,True,False,True,False,0.0,3,0,4,anaheim,SINGLE_FAMILY,1.07,1968,False,33.848656,-117.78474,164.0,76.4,56.0,11.86,6899.22,543.4245129345935,819.0026367406077,651.535960097445,4851.025308339768
2000000,2548.0,2294.0,True,False,False,False,0.0,2,0,3,san francisco,SINGLE_FAMILY,1.18,1924,False,37.739773,-122.46881,52.0,64.1,51.3,22.89,18634.65,371.8807059111624,2590.993351082018,103.76380501117076,6120.810128375212
1450000,6002.0,1297.0,True,False,True,False,0.0,2,0,3,los angeles,SINGLE_FAMILY,1.16,1952,False,34.011223,-118.42709,522.0,77.0,54.0,17.17,8205.0,735.5679336917577,720.9397375748921,902.5724980691192,2745.0892365012232
1195000,6168.0,2151.0,False,False,False,False,0.0,0,0,3,west hollywood,MULTI_FAMILY,1.16,1924,False,34.091488,-118.3521,282.0,74.0,54.0,13.12,19000.0,160.05485624096792,2636.344896614537,302.5652477703914,9129.328632154236
1115000,7920.0,1812.0,True,True,True,False,0.0,2,0,3,anaheim,SINGLE_FAMILY,1.07,1969,False,33.851624,-117.77938,164.0,76.4,56.0,11.86,6899.22,814.3700717743985,759.4730646945942,1152.3840787285858,4258.8903084716985
1480000,10018.0,2212.0,True,False,True,False,0.0,3,0,4,san diego,SINGLE_FAMILY,1.17,1976,False,33.044525,-117.06643,,70.9,58.5,9.79,4255.96,766.6655530867195,616.4061244362127,2467.487673307733,6427.783881124358
1370000,6900.0,1434.0,False,False,False,False,0.0,2,0,3,fremont,SINGLE_FAMILY,1.24,1958,False,37.542877,-121.967155,56.0,69.2,49.9,15.94,2600.0,339.2114277398645,2629.646375443314,1373.922108405841,3392.2014934425133
1500000,6385.0,1978.0,False,False,False,False,0.0,0,0,4,west hollywood,MULTI_FAMILY,1.16,1953,False,34.091965,-118.345474,282.0,74.0,54.0,13.12,19000.0,44.35493954262391,2222.8524336547152,222.752045131546,8565.70096807652
1484000,1846.0,1710.0,True,False,False,True,4320.0,2,1,3,san mateo,TOWNHOUSE,1.11,1974,False,37.529865,-122.33256,46.0,68.6,48.5,19.11,8711.0,129.6457036406381,202.99767121246987,724.9187584206674,6240.5530908624905
1650000,12196.0,2173.0,True,False,True,True,530.0,2,1,3,orinda,SINGLE_FAMILY,1.16,1958,False,37.884003,-122.19469,495.0,69.1,47.3,30.53,1500.0,1282.7239551388143,1052.9863580838928,327.2885295903224,11134.680844981713
1850000,3298.0,982.0,True,False,False,False,0.0,1,0,2,la jolla,SINGLE_FAMILY,1.17,1940,False,32.82782,-117.275055,,72.0,56.0,12.77,,263.7442698298024,3374.896267868311,1550.86756471589,4718.429360011318
1500000,9286.0,2409.0,True,False,False,True,1440.0,2,1,4,carlsbad,SINGLE_FAMILY,1.17,2001,False,33.10745,-117.27154,52.0,69.2,55.8,11.84,3038.02,986.5855068929724,3394.4213826463274,520.8353468466798,4425.618604910452
2317000,10600.0,2063.0,True,False,True,False,0.0,2,0,3,la jolla,SINGLE_FAMILY,1.17,1978,False,32.81833,-117.2477,,72.0,56.0,12.77,,1069.7788457103738,1975.711414599952,1594.315232098939,2144.99909044744
2100000,7840.0,3035.0,True,False,True,True,1344.0,3,1,5,san diego,SINGLE_FAMILY,1.17,2003,False,32.93222,-117.102585,,70.9,58.5,9.79,4255.96,697.7139266739488,891.2592334444869,520.2570127075084,6523.54980491855
1230000,15500.0,1600.0,False,False,False,False,0.0,2,1,4,encinitas,SINGLE_FAMILY,1.17,1975,False,33.07416,-117.29589,82.0,72.0,54.0,12.16,3100.0,253.6491544249104,70.17803406586877,2811.063466763636,5451.120730895418
1382000,3023.0,1553.0,True,False,True,True,3600.0,2,1,2,san francisco,CONDO,1.18,1925,False,37.760452,-122.4755,52.0,64.1,51.3,22.89,18634.65,294.2897437610361,2950.648548632644,537.7593619492537,5786.107755387612
1905000,2500.0,2500.0,False,False,False,False,0.0,2,0,4,san francisco,MULTI_FAMILY,1.18,1964,False,37.763145,-122.39822,52.0,64.1,51.3,22.89,18634.65,180.5937571579857,435.5008681175243,417.2315251774452,1365.5978027081612
1450000,3125.0,1668.0,True,True,False,False,0.0,2,0,2,san francisco,CONDO,1.18,1900,False,37.770733,-122.437294,52.0,64.1,51.3,22.89,18634.65,159.49075769611514,2088.1737735842344,321.3854440634656,2323.864500368037
1375000,5328.0,1810.0,True,False,True,True,1740.0,2,1,3,san diego,SINGLE_FAMILY,1.17,1989,False,33.000107,-117.093506,,70.9,58.5,9.79,4255.96,946.2423445502184,965.5896347056124,2438.576078689122,1991.766012811766
1975000,3504.0,2234.0,True,False,False,False,0.0,2,0,3,san francisco,SINGLE_FAMILY,1.18,1926,False,37.733124,-122.4233,52.0,64.1,51.3,22.89,18634.65,541.9292927264217,129.10143128262692,588.9571279018363,4274.248078845139
1825000,6586.0,2607.0,True,False,True,True,4080.0,3,0,4,carlsbad,SINGLE_FAMILY,1.17,2006,False,33.118576,-117.250854,52.0,69.2,55.8,11.84,3038.02,73.19358550177033,5673.853032424499,887.0896315634892,6128.120455311262
1611500,10810.0,3085.0,True,False,True,True,2160.0,3,1,5,canoga park,SINGLE_FAMILY,1.16,1995,False,34.207184,-118.65689,797.0,80.0,48.0,17.32,,328.03462181343787,5568.810237481604,2193.0846694774464,5437.638170857941
1400000,5227.0,2132.0,True,False,True,True,1368.0,2,1,3,hayward,SINGLE_FAMILY,1.24,1979,False,37.646965,-122.03609,105.0,68.5,50.8,16.0,2500.0,416.0797682238353,4534.026561454071,3472.3843159546736,5802.641892263748
1750000,9147.0,2724.0,True,False,False,False,0.0,3,1,4,hayward,SINGLE_FAMILY,1.24,1969,False,37.65237,-122.03697,105.0,68.5,50.8,16.0,2500.0,254.7181324433142,4762.31111500329,3418.906134255541,5992.4019885484895
1225000,5803.0,1794.0,True,False,True,False,0.0,2,0,3,long beach,SINGLE_FAMILY,1.16,1947,False,33.79232,-118.13002,52.0,73.9,55.9,12.02,9205.96,492.08248573258,1155.0432220454231,620.9055147485326,3440.4841963637296
1160000,1598.0,1598.0,True,False,False,True,4200.0,2,1,3,danville,TOWNHOUSE,1.16,1995,False,37.800213,-121.915474,358.0,70.8,47.9,25.14,2410.78,699.227780074858,5812.837688262795,312.9434049598599,5447.359490029473
1328000,12384.0,2037.0,True,False,True,False,0.0,2,0,4,diamond bar,SINGLE_FAMILY,1.16,1978,False,33.965508,-117.84017,696.0,78.3,52.0,17.32,3703.56,673.0633248688957,860.0885094371981,992.4472774471596,8268.983702916172
1210000,13250.0,1596.0,True,False,True,False,0.0,3,0,4,garden grove,SINGLE_FAMILY,1.07,1953,False,33.791805,-117.954605,13.0,74.0,55.0,13.14,9558.08,129.48878371622737,2867.4733327828503,538.1833678442352,2504.953862388969
1105000,16341.0,2575.0,True,False,True,False,0.0,2,0,5,west hills,SINGLE_FAMILY,1.16,1962,False,34.22943,-118.60978,797.0,80.0,48.0,17.32,,983.921431970992,4962.236617587968,1236.240324697308,4764.368525008626
1390000,4947.0,1850.0,True,False,True,True,1188.0,2,1,3,san diego,SINGLE_FAMILY,1.17,1998,False,32.929146,-117.067894,,70.9,58.5,9.79,4255.96,477.2620258429295,4106.386218667585,2126.569885983065,3380.2186539652066
1710000,6470.0,1610.0,True,False,False,False,0.0,3,0,3,south san francisco,SINGLE_FAMILY,1.11,1956,False,37.65355,-122.45142,16.0,66.9,50.6,19.64,7185.33,719.5378354727259,263.85698472151853,340.32057003687174,1338.017940226753
1800000,5514.0,2871.0,True,False,True,False,0.0,2,0,3,long beach,SINGLE_FAMILY,1.16,1931,False,33.777977,-118.12709,52.0,73.9,55.9,12.02,9205.96,605.3218193841492,1837.53683166222,1672.732910147507,4475.280795553879
1400000,5031.0,2196.0,True,False,True,True,1680.0,2,1,4,carlsbad,SINGLE_FAMILY,1.17,2000,False,33.10792,-117.226135,52.0,69.2,55.8,11.84,3038.02,261.7919796299474,5161.392654359172,2755.6178984726303,8535.010726062492
2400000,4004.0,2168.0,True,False,True,False,0.0,2,1,4,hermosa beach,TOWNHOUSE,1.16,2000,False,33.8635,-118.39686,26.0,70.6,55.6,13.2,14000.0,239.7415800339932,4441.457460179172,354.9087474342822,4544.405624538304
1720000,2874.0,2926.0,False,False,False,False,0.0,4,0,4,san francisco,MULTI_FAMILY,1.18,1962,False,37.75822,-122.4218,52.0,64.1,51.3,22.89,18634.65,71.57567317948165,1442.6243290233474,150.0667497286781,1650.45747311141
1775000,5235.0,1809.0,True,False,True,True,2040.0,2,1,3,san diego,SINGLE_FAMILY,1.17,2002,False,32.92508,-117.223595,,70.9,58.5,9.79,4255.96,503.8373460152658,1231.7014431904622,961.0147682493676,11499.672769706076
1320000,6705.0,1027.0,True,False,False,False,0.0,2,0,3,fremont,SINGLE_FAMILY,1.24,1954,False,37.5359,-121.96962,56.0,69.2,49.9,15.94,2600.0,388.3132055003581,2167.8745809049838,1205.2300812511255,2827.4373644118677
1400000,6098.0,1224.0,False,False,False,False,0.0,5,1,5,goleta,SINGLE_FAMILY,1.07,1918,False,34.437565,-119.8247,20.0,69.2,49.4,17.25,4100.0,466.2443892689773,370.1224698695148,247.06244929907183,4722.891704835364
1900888,2509.0,1862.0,True,False,True,False,0.0,2,0,3,san francisco,SINGLE_FAMILY,1.18,1941,False,37.73787,-122.44812,52.0,64.1,51.3,22.89,18634.65,136.6225473358376,1166.1845835325737,756.4575284553092,4870.34988181222
1207500,2871.0,970.0,True,False,True,False,0.0,1,0,2,long beach,SINGLE_FAMILY,1.16,1940,False,33.75879,-118.13604,52.0,73.9,55.9,12.02,9205.96,463.9400205172544,3122.4893085756103,1032.888392890658,5604.187001113692
1335182,7485.0,1442.0,True,False,True,False,0.0,1,1,3,redondo beach,SINGLE_FAMILY,1.16,1956,False,33.86315,-118.36936,62.0,70.6,54.4,13.76,12000.0,150.81141001541536,2696.69648437014,869.6346321297237,4037.726824204406
1760000,2252.0,1907.0,False,False,False,False,0.0,2,1,3,santa clara,TOWNHOUSE,1.21,2005,False,37.401226,-121.951775,72.0,71.0,46.0,14.49,6982.0,451.5962978657514,2013.315268473036,805.6978110736901,4992.863127177422
1340000,1890.0,1270.0,True,False,True,True,5100.0,1,1,2,foster city,TOWNHOUSE,1.11,1974,False,37.547245,-122.27941,7.0,68.7,48.5,19.1,8947.22,236.8158156561791,777.340071004656,574.229767769223,1676.9007023237843
1850000,8719.0,2438.0,True,False,False,True,1680.0,3,0,4,carlsbad,SINGLE_FAMILY,1.17,2002,False,33.075535,-117.24416,52.0,69.2,55.8,11.84,3038.02,144.82968372675154,4617.206814921476,505.51610616278487,8367.989636025839
1425000,8178.0,1982.0,True,True,True,False,0.0,2,1,3,encinitas,TOWNHOUSE,1.17,1984,False,33.062214,-117.29794,82.0,72.0,54.0,12.16,3100.0,486.7722727063839,596.1290620120651,2278.755499997441,6657.281803482433
1145000,2495.0,1400.0,False,False,False,False,0.0,0,0,0,san francisco,SINGLE_FAMILY,1.18,1902,False,37.7239,-122.460526,52.0,64.1,51.3,22.89,18634.65,673.7577560693348,1180.194512866092,129.93584398856004,6576.046163795621
1910000,5227.0,1647.0,True,False,False,False,0.0,2,1,4,fremont,SINGLE_FAMILY,1.24,1989,False,37.56892,-122.047295,56.0,69.2,49.9,15.94,2600.0,740.4083299890161,376.8160925274312,825.8899966911566,6404.76110402561
1252250,3827.0,1326.0,True,True,True,True,2076.0,2,1,3,encinitas,CONDO,1.17,1985,False,33.05337,-117.24215,82.0,72.0,54.0,12.16,3100.0,381.7223943452796,4116.563514582116,1449.559949834313,10151.07973431901
1350000,8038.0,2353.0,True,False,True,False,0.0,2,0,4,brea,SINGLE_FAMILY,1.07,1971,False,33.94689,-117.91783,164.0,76.4,56.0,11.86,3889.3,401.83949942567887,3854.046204093349,1705.6382322518946,4980.030197654885
1545000,2561.0,2500.0,True,False,False,True,2520.0,2,1,4,south san francisco,SINGLE_FAMILY,1.11,2004,False,37.665897,-122.40182,16.0,66.9,50.6,19.64,7185.33,217.0777215726414,287.96405218948894,676.9858742092293,2606.876498599081
1431000,3049.0,2000.0,False,False,False,False,0.0,0,0,4,pacific grove,SINGLE_FAMILY,1.1,1910,False,36.618626,-121.91254,151.0,63.3,48.3,17.49,5257.8,325.71336786560914,4145.72106749503,562.3136001057374,5990.762142575355
2500000,8637.0,3168.0,True,True,True,False,0.0,4,0,4,encinitas,SINGLE_FAMILY,1.17,1974,False,33.059414,-117.301994,82.0,72.0,54.0,12.16,3100.0,533.884758866709,1080.066843646574,2335.555932395076,6873.475253819584
1165000,6180.0,2002.0,False,False,True,False,0.0,1,0,5,long beach,SINGLE_FAMILY,1.16,1944,False,33.837555,-118.1713,52.0,73.9,55.9,12.02,9205.96,307.5653438694538,2575.252292735417,878.0162833451387,3477.685134353455
1175000,4788.0,920.0,True,False,False,False,0.0,1,0,2,redwood city,SINGLE_FAMILY,1.11,1939,False,37.477535,-122.22683,20.0,70.4,48.3,19.02,2400.0,507.4660586964508,1673.473374313964,152.46820829486856,939.7702968364752
1440000,6002.0,2666.0,True,True,False,False,0.0,0,0,8,redondo beach,MULTI_FAMILY,1.16,1964,False,33.86291,-118.3552,62.0,70.6,54.4,13.76,12000.0,252.9283091215296,1594.4069530119707,469.0350388685344,4375.639886961723
1150000,4593.0,1628.0,True,False,True,False,0.0,0,0,4,long beach,MULTI_FAMILY,1.16,1924,False,33.784046,-118.13847,52.0,73.9,55.9,12.02,9205.96,314.3790291801649,2107.540753591748,713.2413808191004,3234.996549558715
1765000,5706.0,2572.0,True,False,False,False,0.0,3,0,5,san diego,SINGLE_FAMILY,1.17,1994,False,32.947113,-117.14308,,70.9,58.5,9.79,4255.96,387.7592186762207,698.1547099032518,1829.6055976022092,7538.106895642303
2153000,4942.0,3169.0,True,False,True,True,1140.0,4,0,5,san diego,SINGLE_FAMILY,1.17,2007,False,33.028732,-117.112625,,70.9,58.5,9.79,4255.96,196.49538194089868,3148.497344175644,1066.5268052039294,5587.54257512838
1678000,3171.0,1756.0,True,False,True,False,0.0,1,1,3,hermosa beach,CONDO,1.16,1989,False,33.86063,-118.39561,26.0,70.6,55.6,13.2,14000.0,102.24123400623868,4607.604906250208,499.2565981838104,4775.423145573392
1550000,2850.0,1254.0,True,True,True,False,0.0,1,0,3,san francisco,CONDO,1.18,1907,False,37.749874,-122.426895,52.0,64.1,51.3,22.89,18634.65,247.81138623422063,1935.699976843328,425.70120019152125,2671.543902980261
1700000,5257.0,3096.0,True,False,True,True,3036.0,3,0,4,oxnard,SINGLE_FAMILY,1.1,2006,False,34.186153,-119.225945,52.0,69.2,53.3,12.93,7616.4,229.6597340959019,6981.779687556739,430.8889982227181,8384.032319474765
1200000,6049.0,1417.0,True,False,True,False,0.0,2,0,3,long beach,SINGLE_FAMILY,1.16,1962,False,33.823048,-118.07563,52.0,73.9,55.9,12.02,9205.96,647.1180988165372,704.800125371512,993.142868256106,3915.834036636957
1348000,6098.0,1166.0,True,False,False,False,0.0,2,0,3,fremont,SINGLE_FAMILY,1.24,1953,False,37.54564,-122.01011,56.0,69.2,49.9,15.94,2600.0,90.35271253599603,904.5455362244612,1634.611973859141,2407.086117771698
1220000,3800.0,998.0,True,False,False,False,0.0,1,0,2,pacific grove,SINGLE_FAMILY,1.1,1910,False,36.620342,-121.92271,151.0,63.3,48.3,17.49,5257.8,301.56900030353376,4718.047494019802,375.2316127809637,6905.120018656115
1100000,6700.0,1472.0,True,False,True,False,0.0,2,0,3,san diego,SINGLE_FAMILY,1.17,1970,False,32.986202,-117.09069,,70.9,58.5,9.79,4255.96,622.1271166724061,455.9260572875148,1127.08464066472,1170.4967063929862
1305000,3483.0,2261.0,True,False,False,True,1320.0,2,1,4,san diego,SINGLE_FAMILY,1.17,2003,False,32.9215,-117.062454,,70.9,58.5,9.79,4255.96,513.0631410843317,4820.510210228015,1865.430806899513,3253.881353874414
1535000,4569.0,1200.0,True,True,True,False,0.0,2,0,2,los angeles,SINGLE_FAMILY,1.16,1924,False,34.00612,-118.422226,522.0,77.0,54.0,17.17,8205.0,1007.7843372923978,652.7601473698561,987.4294518858052,2724.182605935701
1100000,10028.0,2263.0,True,True,True,False,0.0,3,0,4,anaheim,SINGLE_FAMILY,1.07,1957,False,33.847996,-117.88268,164.0,76.4,56.0,11.86,6899.22,547.9985130523405,472.359757560469,715.8625423365694,3961.4744731313554
1165000,3400.0,1620.0,True,False,False,False,0.0,2,0,3,daly city,SINGLE_FAMILY,1.11,1954,False,37.693672,-122.49094,16.0,66.9,50.6,19.64,13734.09,642.1493428472503,1750.5215355481134,1050.9435845156663,4834.385223317793
1225000,9583.0,1904.0,True,False,False,False,0.0,3,0,4,hayward,SINGLE_FAMILY,1.24,1959,False,37.625984,-122.037445,105.0,68.5,50.8,16.0,2500.0,161.3282615984036,3282.829295755457,3023.371049282568,4693.3273912561535
1900000,6969.0,1502.0,True,False,False,False,0.0,2,0,4,fremont,SINGLE_FAMILY,1.24,1971,False,37.56883,-122.03083,56.0,69.2,49.9,15.94,2600.0,549.532656192845,885.766509523752,688.2912808507289,5539.782956336646
1705000,5663.0,1336.0,True,False,False,False,0.0,2,0,3,santa clara,SINGLE_FAMILY,1.21,1950,False,37.354336,-121.96745,72.0,71.0,46.0,14.49,6982.0,390.85505241406656,3003.9566941735434,424.9404889509639,2501.751498989044
1900000,3600.0,2575.0,True,False,True,False,0.0,2,1,4,pacific grove,SINGLE_FAMILY,1.1,1977,False,36.620644,-121.92195,151.0,63.3,48.3,17.49,5257.8,243.7389565028085,4722.361203971173,310.37747862963386,6839.171594423165
1650000,3125.0,1615.0,True,True,False,True,5400.0,2,0,2,san francisco,CONDO,1.18,1925,False,37.75787,-122.43508,52.0,64.1,51.3,22.89,18634.65,259.90497010479095,2286.314583649873,336.9621335444567,2537.2484813832443
1528000,4792.0,854.0,True,False,False,False,0.0,1,0,2,santa clara,SINGLE_FAMILY,1.21,1950,False,37.338272,-121.961365,72.0,71.0,46.0,14.49,6982.0,243.7874201784097,2038.271323663924,669.5866844979316,2843.8043433624503
1510000,4792.0,1356.0,True,False,False,False,0.0,2,0,4,santa clara,SINGLE_FAMILY,1.21,1954,False,37.35913,-121.95455,72.0,71.0,46.0,14.49,6982.0,269.5505891996132,2198.805647524923,433.81712095540007,1367.6594858179433
1850000,5850.0,1713.0,False,False,True,False,0.0,1,1,3,venice,SINGLE_FAMILY,1.16,1921,False,33.997444,-118.4508,10.0,69.1,55.5,13.89,12324.0,1006.3640225758784,2472.502912679513,991.7008699315644,595.5015768513076
1215000,7600.0,1866.0,True,False,False,False,0.0,2,0,3,pacific grove,SINGLE_FAMILY,1.1,1970,False,36.600025,-121.93566,151.0,63.3,48.3,17.49,5257.8,825.9797413206159,3487.4548988135434,1201.826592985834,8276.07303012716
1920000,6700.0,1305.0,True,False,False,False,0.0,2,0,3,fremont,SINGLE_FAMILY,1.24,1971,False,37.57793,-122.03093,56.0,69.2,49.9,15.94,2600.0,384.5390864242036,1413.975579774058,785.0338685976201,6437.0163165067925
1100000,2400.0,1350.0,True,False,False,False,0.0,2,0,4,daly city,SINGLE_FAMILY,1.11,1941,False,37.694576,-122.46925,16.0,66.9,50.6,19.64,13734.09,748.0923801183493,108.92678172608416,209.4717888028999,3690.1672838911454
1425000,2514.0,1679.0,True,False,True,False,0.0,2,0,3,redondo beach,SINGLE_FAMILY,1.16,1968,False,33.87065,-118.38665,62.0,70.6,54.4,13.76,12000.0,282.3832314546529,3225.367067702978,731.0813932101211,3422.723887112594
1775000,4340.0,1949.0,True,True,True,True,6000.0,3,1,3,san francisco,CONDO,1.18,1910,False,37.758022,-122.41719,52.0,64.1,51.3,22.89,18634.65,136.1313027818939,1094.3538069324168,322.9800026404753,1472.5741757496612
